Recording timestamp	Computer timestamp	Sensor	Project name	Export date	Participant name	Recording name	Variable1	Recording date	Recording date UTC	Recording start time	Recording start time UTC	Recording duration	Recording Fixation filter name	Recording software version	Recording resolution height	Recording resolution width	Recording monitor latency	Average calibration accuracy (mm)	Average calibration precision SD (mm)	Average calibration precision RMS (mm)	Average calibration accuracy (degrees)	Average calibration precision SD (degrees)	Average calibration precision RMS (degrees)	Average calibration accuracy (pixels)	Average calibration precision SD (pixels)	Average calibration precision RMS (pixels)	Average validation accuracy (mm)	Average validation precision SD (mm)	Average validation precision RMS (mm)	Average validation accuracy (degrees)	Average validation precision SD (degrees)	Average validation precision RMS (degrees)	Average validation accuracy (pixels)	Average validation precision SD (pixels)	Average validation precision RMS (pixels)	Eyetracker timestamp	Event	Event value	Event parameters	Row number	Gaze point X	Gaze point Y	Gaze point left X	Gaze point left Y	Gaze point right X	Gaze point right Y	Gaze direction left X	Gaze direction left Y	Gaze direction left Z	Gaze direction right X	Gaze direction right Y	Gaze direction right Z	Pupil diameter left	Pupil diameter right	Pupil diameter filtered	Validity left	Validity right	Eye position left X (DACSmm)	Eye position left Y (DACSmm)	Eye position left Z (DACSmm)	Eye position right X (DACSmm)	Eye position right Y (DACSmm)	Eye position right Z (DACSmm)	Gaze point left X (DACSmm)	Gaze point left Y (DACSmm)	Gaze point right X (DACSmm)	Gaze point right Y (DACSmm)	Gaze point X (MCSnorm)	Gaze point Y (MCSnorm)	Gaze point left X (MCSnorm)	Gaze point left Y (MCSnorm)	Gaze point right X (MCSnorm)	Gaze point right Y (MCSnorm)	Stimulus template name	Eye movement type	Gaze event duration	Eye movement type index	Fixation point X	Fixation point Y	Fixation point X (MCSnorm)	Fixation point Y (MCSnorm)	Mouse position X	Mouse position Y
332894	75081625882	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1606240488					1151	-65	1151	-65			0.15351	0.05837	-0.98642				3.704		3.706	Valid	Invalid	275.5	-56.2	540.9				359.7	-24.2									Calibration	Saccade	17	2						
341228	75081634216	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1606248822					1163	-63	1163	-63			0.15997	0.05943	-0.98533				3.710		3.710	Valid	Invalid	275.5	-56.1	540.8				363.3	-23.5									Calibration	Unclassified	8	2						
349561	75081642549	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1606257155					1165	-73	1165	-73			0.16132	0.05247	-0.98551				3.711		3.711	Valid	Invalid	275.6	-55.9	540.6				364.1	-27.1									Calibration	Saccade	17	3						
357895	75081650883	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1606265489					1127	-25	1158	-70	1096	21	0.15735	0.05472	-0.98603	0.00553	0.11026	-0.99389	3.717	3.807	3.759	Valid	Valid	275.6	-56.0	540.7	339.6	-52.2	539.5	361.9	-26.0	342.6	7.7					0.5711	0.0192	Calibration	Saccade	17	3						
366228	75081659216	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1606273822					1154	-65	1154	-65			0.15503	0.05824	-0.98619				3.712		3.760	Valid	Invalid	275.6	-56.0	540.6				360.6	-24.1									Calibration	Fixation	108	2	1133	-43				
374562	75081667550	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1606282156					1150	-68	1150	-68			0.15258	0.05612	-0.98670				3.720		3.759	Valid	Invalid	275.7	-56.1	540.7				359.3	-25.3									Calibration	Fixation	108	2	1133	-43				
382907	75081675895	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1606290502					1152	-69	1152	-69			0.15409	0.05562	-0.98649				3.727		3.760	Valid	Invalid	275.7	-56.2	540.8				360.1	-25.7									Calibration	Fixation	108	2	1133	-43				
391240	75081684228	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1606298835					1147	-75	1147	-75			0.15097	0.05213	-0.98716				3.729		3.761	Valid	Invalid	275.7	-56.4	541.0				358.4	-27.8									Calibration	Fixation	108	2	1133	-43				
399574	75081692562	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1606307169					1118	-36	1149	-79	1086	8	0.15215	0.04896	-0.98714	-0.00069	0.10218	-0.99477	3.735	3.785	3.763	Valid	Valid	275.7	-56.2	540.8	339.8	-52.6	540.0	359.1	-29.4	339.4	2.9					0.5657	0.0072	Calibration	Fixation	108	2	1133	-43				
407907	75081700895	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1606315502					1120	-30	1153	-74	1088	15	0.15403	0.05262	-0.98666	0.00033	0.10681	-0.99428	3.736	3.835	3.785	Valid	Valid	275.7	-56.2	540.7	339.8	-52.5	539.9	360.2	-27.3	340.0	5.5					0.5666	0.0137	Calibration	Fixation	108	2	1133	-43				
416240	75081709228	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1606323835					1124	-29	1152	-72	1095	15	0.15378	0.05339	-0.98666	0.00434	0.10644	-0.99431	3.732	3.842	3.789	Valid	Valid	275.8	-56.1	540.6	339.8	-52.3	539.7	360.0	-26.8	342.2	5.4					0.5703	0.0136	Calibration	Fixation	108	2	1133	-43				
424574	75081717562	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1606332169					1124	-29	1151	-73	1098	14	0.15303	0.05295	-0.98680	0.00601	0.10591	-0.99436	3.737	3.846	3.790	Valid	Valid	275.8	-55.9	540.5	339.8	-52.1	539.4	359.6	-26.9	343.1	5.4					0.5718	0.0134	Calibration	Fixation	108	2	1133	-43				
432907	75081725895	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1606340502					1127	-26	1154	-73	1101	21	0.15477	0.05224	-0.98657	0.00760	0.10985	-0.99392	3.741	3.847	3.792	Valid	Valid	275.8	-55.8	540.4	339.8	-51.9	539.2	360.6	-27.2	344.0	7.7					0.5733	0.0192	Calibration	Fixation	108	2	1133	-43				
441240	75081734228	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1606348835					1350	203	1153	-82	1547	488	0.15408	0.04685	-0.98695	0.24208	0.38038	-0.89259	3.755	3.687	3.774	Valid	Valid	275.8	-55.9	540.5	338.9	-46.3	532.5	360.2	-30.3	483.4	180.7	0.7030	0.1880			0.8056	0.4517	Calibration	Fixation	108	2	1133	-43				
449574	75081742562	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1606357169					1128	-35	1155	-85	1101	14	0.15551	0.04459	-0.98683	0.00779	0.10534	-0.99441	3.750	3.798	3.775	Valid	Valid	275.9	-55.9	540.5	339.9	-51.8	539.1	361.0	-31.5	344.1	5.3					0.5735	0.0132	Calibration	Fixation	108	2	1133	-43				
457907	75081750895	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1606365502					1129	-37	1156	-87	1102	14	0.15569	0.04324	-0.98686	0.00811	0.10523	-0.99441	3.755	3.796	3.775	Valid	Valid	275.9	-56.0	540.6	339.9	-51.9	539.2	361.2	-32.4	344.3	5.2					0.5738	0.0130	Calibration	Fixation	108	2	1133	-43				
466240	75081759228	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1606373835					1130	-35	1155	-87	1105	17	0.15517	0.04360	-0.98693	0.01026	0.10690	-0.99422	3.753	3.795	3.774	Valid	Valid	275.9	-56.1	540.7	339.9	-51.9	539.2	360.9	-32.3	345.4	6.1					0.5757	0.0153	Calibration	Fixation	108	2	1133	-43				
474574	75081767562	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1606382169					1132	-38	1152	-94	1112	17	0.15382	0.03924	-0.98732	0.01388	0.10702	-0.99416	3.757	3.792	3.773	Valid	Valid	275.9	-56.1	540.7	339.9	-51.8	539.1	360.1	-34.7	347.4	6.2					0.5790	0.0155	Calibration	Saccade	33	4						
482907	75081775895	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1606390502					1355	202	1155	-94	1555	498	0.15507	0.03840	-0.98716	0.24525	0.38565	-0.88945	3.741	3.654	3.748	Valid	Valid	275.9	-55.9	540.5	339.0	-46.7	532.9	360.8	-34.9	486.0	184.4	0.7057	0.1869			0.8100	0.4610	Calibration	Saccade	33	4						
491240	75081784228	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1606398835					585	405	1158	-80	12	890	0.15715	0.04734	-0.98644	-0.44644	0.52042	-0.72791	3.702	3.756	3.718	Valid	Valid	275.9	-55.7	540.3	341.8	-64.7	551.4	362.0	-29.8	3.7	329.5	0.3047	0.3746			0.0061	0.8237	Calibration	Saccade	33	4						
499573	75081792561	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1606407169					1028	48	1047	55	1009	41	0.09324	0.13887	-0.98591	-0.04504	0.12335	-0.99134	3.640	3.734	3.650	Valid	Valid	275.9	-55.8	540.6	339.8	-52.1	539.8	327.0	20.4	315.2	15.0	0.5352	0.0443	0.5451	0.0509	0.5254	0.0376	Calibration	Saccade	33	4						
507906	75081800894	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1606415502					977	89	998	113	957	65	0.06552	0.17668	-0.98209	-0.07434	0.13812	-0.98762	3.599	3.660	3.642	Valid	Valid	275.9	-55.6	540.5	339.6	-51.2	539.0	311.9	41.7	299.0	24.2	0.5091	0.0823	0.5199	0.1042	0.4983	0.0604	Calibration	Unclassified	8	3						
516241	75081809229	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1606423837					1376	455	1024	93	1728	818	0.08047	0.16340	-0.98327	0.30417	0.52099	-0.79753	3.572	3.583	3.616	Valid	Valid	275.8	-55.4	540.5	338.2	-43.0	529.4	320.1	34.4	540.1	302.8	0.7168	0.4215	0.5334	0.0859	0.9001	0.7571	Calibration	Saccade	8	5						
524575	75081817563	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1606432171					991	71	1008	88	973	55	0.07109	0.16066	-0.98445	-0.06498	0.13185	-0.98914	3.569	3.685	3.611	Valid	Valid	275.8	-55.9	540.9	339.6	-51.5	539.4	314.9	32.4	304.2	20.4	0.5159	0.0660	0.5248	0.0810	0.5070	0.0510	Calibration	Unclassified	8	4						
532908	75081825896	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1606440504					988	81	1007	100	968	63	0.07076	0.16858	-0.98314	-0.06816	0.13695	-0.98823	3.532	3.653	3.557	Valid	Valid	275.8	-55.7	540.7	339.6	-51.6	539.5	314.8	37.0	302.4	23.2	0.5143	0.0753	0.5246	0.0926	0.5041	0.0580	Calibration	Saccade	17	6						
541241	75081834229	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1606448837					1376	439	1023	97	1729	781	0.07980	0.16615	-0.98287	0.30773	0.50550	-0.80609	3.503	3.537	3.526	Valid	Valid	275.8	-55.4	540.4	338.2	-42.8	529.3	319.7	36.0	540.3	289.1	0.7167	0.4063	0.5329	0.0899	0.9005	0.7227	Calibration	Saccade	17	6						
549574	75081842562	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1606457170					1378	443	1020	100	1735	787	0.07823	0.16819	-0.98265	0.30996	0.50754	-0.80395	3.496	3.516	3.523	Valid	Valid	275.8	-55.4	540.5	338.2	-42.7	529.2	318.9	37.1	542.3	291.3	0.7176	0.4105	0.5315	0.0927	0.9038	0.7284	Calibration	Unclassified	8	5						
557906	75081850894	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1606465503					1023	100	1023	100			0.07944	0.16801	-0.98258				3.458		3.504	Valid	Invalid	275.8	-55.4	540.5				319.5	37.0			0.5326	0.0924	0.5326	0.0924			Calibration	Saccade	17	7						
566240	75081859228	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1606473837					988	83	1001	107	975	59	0.06692	0.17329	-0.98259	-0.06420	0.13394	-0.98891	3.438	3.583	3.494	Valid	Valid	275.9	-55.7	540.7	339.7	-51.3	539.2	312.7	39.7	304.7	21.8	0.5145	0.0768	0.5212	0.0992	0.5078	0.0544	Calibration	Saccade	17	7						
574573	75081867561	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1606482170					996	82	1014	101	978	63	0.07435	0.16917	-0.98278	-0.06274	0.13665	-0.98863	3.422	3.561	3.486	Valid	Valid	275.9	-55.7	540.7	339.7	-51.2	539.1	316.8	37.4	305.5	23.3	0.5186	0.0759	0.5280	0.0935	0.5092	0.0583	Calibration	Unclassified	58	6						
582906	75081875894	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1606490503					993	85	1007	104	978	67	0.07041	0.17105	-0.98274	-0.06234	0.13899	-0.98833	3.399	3.538	3.468	Valid	Valid	275.9	-55.7	540.8	339.7	-51.2	539.1	314.6	38.4	305.7	24.7	0.5170	0.0788	0.5244	0.0960	0.5096	0.0617	Calibration	Unclassified	58	6						
591240	75081884228	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1606498837					989	86	1004	101	973	70	0.06907	0.16951	-0.98310	-0.06559	0.14138	-0.98778	3.387	3.525	3.456	Valid	Valid	275.9	-55.8	540.8	339.8	-51.2	539.1	313.9	37.5	304.0	26.0	0.5149	0.0793	0.5232	0.0937	0.5066	0.0649	Calibration	Unclassified	58	6						
599573	75081892561	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1606507170					1354	430	1001	99	1708	760	0.06687	0.16862	-0.98341	0.30004	0.49830	-0.81343	3.369	3.405	3.432	Valid	Valid	275.9	-55.9	541.0	338.4	-42.7	529.2	312.7	36.8	533.6	281.5	0.7052	0.3979	0.5212	0.0921	0.8893	0.7037	Calibration	Unclassified	58	6						
607907	75081900895	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1606515504					982	87	1002	100	963	75	0.06754	0.16879	-0.98334	-0.07122	0.14471	-0.98691	3.347	3.495	3.405	Valid	Valid	275.9	-55.8	540.9	339.8	-51.3	539.2	313.1	37.0	300.9	27.8	0.5117	0.0810	0.5218	0.0926	0.5015	0.0694	Calibration	Unclassified	58	6						
616240	75081909228	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1606523837					983	86	998	99	968	72	0.06549	0.16840	-0.98354	-0.06856	0.14273	-0.98738	3.333	3.463	3.391	Valid	Valid	276.0	-55.9	540.9	339.9	-51.3	539.2	312.0	36.7	302.4	26.6	0.5120	0.0792	0.5199	0.0918	0.5040	0.0666	Calibration	Unclassified	58	6						
624573	75081917561	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1606532170					983	83	998	93	967	73	0.06552	0.16450	-0.98420	-0.06919	0.14373	-0.98719	3.306	3.448	3.377	Valid	Valid	276.0	-55.8	540.9	339.9	-51.4	539.3	312.0	34.6	302.1	27.1	0.5117	0.0771	0.5200	0.0864	0.5035	0.0678	Calibration	Unclassified	58	6						
632907	75081925895	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1606540504					976	82	997	94	954	69	0.06499	0.16504	-0.98414	-0.07660	0.14106	-0.98703	3.289	3.386	3.338	Valid	Valid	276.0	-55.7	540.7	339.9	-51.4	539.3	311.7	34.9	298.1	25.7	0.5081	0.0758	0.5195	0.0874	0.4968	0.0642	Calibration	Saccade	58	8						
641240	75081934228	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1606548837					1319	443	1007	93	1632	793	0.07014	0.16379	-0.98400	0.26287	0.51815	-0.81389	3.281	3.302	3.291	Valid	Valid	276.0	-55.6	540.6	338.7	-43.8	530.2	314.6	34.4	509.9	293.8	0.6871	0.4103	0.5243	0.0860	0.8499	0.7345	Calibration	Saccade	58	8						
649576	75081942564	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1606557173					1014	93	1014	93			0.07439	0.16366	-0.98371				3.255		3.278	Valid	Invalid	276.0	-55.4	540.4				316.9	34.5			0.5282	0.0862	0.5282	0.0862			Calibration	Saccade	58	8						
657910	75081950898	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1606565507					1358	412	1022	88	1693	736	0.07910	0.15970	-0.98399	0.29528	0.48915	-0.82070	3.234	3.275	3.268	Valid	Valid	276.1	-55.3	540.2	338.6	-42.9	529.4	319.5	32.4	529.0	272.6	0.7071	0.3813	0.5325	0.0810	0.8817	0.6816	Calibration	Saccade	58	8						
666243	75081959231	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1606573840					999	83	1029	87	969	79	0.08289	0.15920	-0.98376	-0.06828	0.14768	-0.98667	3.232	3.363	3.283	Valid	Valid	276.1	-55.3	540.2	340.0	-51.4	539.2	321.6	32.2	302.7	29.4	0.5202	0.0769	0.5360	0.0804	0.5045	0.0734	Calibration	Saccade	58	8						
674575	75081967563	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1606582173					999	85	1024	88	974	82	0.08011	0.15977	-0.98390	-0.06497	0.14969	-0.98660	3.206	3.334	3.279	Valid	Valid	276.1	-55.3	540.2	340.0	-51.4	539.2	320.1	32.5	304.5	30.4	0.5205	0.0786	0.5335	0.0812	0.5075	0.0761	Calibration	Saccade	58	8						
682909	75081975897	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1606590507					553	495	1026	91	80	900	0.08103	0.16182	-0.98349	-0.42431	0.52874	-0.73512	3.202	3.386	3.277	Valid	Valid	276.1	-55.2	540.2	341.6	-61.4	548.6	320.6	33.6	24.9	333.2	0.2879	0.4585	0.5344	0.0841	0.0415	0.8329	Calibration	Saccade	58	8						
